ArticleId,Text,Category
1818,baron kinnock makes lords debut former labour leader neil kinnock has officially been made a life peer during a ceremony in the house of lords.  he will be known baron kinnock of bedwellty - after his former constituency. lord kinnock - who led labour from 1983 until 1992 - was until recently one of britain s eu commissioners. a former critic of the house of lords  he has said he will use the upper house to advocate its reform and to talk on issues like higher education.  i accepted the kind invitation to enter the house of lords as a working peer for practical political reasons   he said when his peerage was first announced.  it is a good base for campaigning on national issues like education  sustainable transport  industrial change and the ageing society and global concerns  particularly poverty and oppression.  during his induction into the upper house  lord kinnock was accompanied by lords leader baroness amos and baroness royall of blaisdon  a former aide to the ex-labour leader. it has been a long journey for the new lord kinnock from his earliest days as a rebellious youngster in the south wales valleys. born in 1942 in tredegar to a miner father and nurse mother  he attended lewis boys  school in nearby pengam  known then as the  eton of the valleys . from there he went to cardiff university  where he met his future wife glenys  now a labour mep.  after a brief career as a tutor for the workers  educational association  he became an mp at the age of just 28 for his home seat of bedwellty (later islwyn). he gained a reputation as a left-wing firebrand  voting against his own labour government s spending cuts proposals in 1975  and later rejecting a junior post in james callaghan s administration. but he joined the shadow cabinet in 1980  and after labour s heavy defeat in the 1983 he was elected leader. he took on the far-left militant tendency and began the long process of returning his party to the centre ground. he was not expected to win the 1987 election  when margaret thatcher was still riding high  but was bitterly disappointed to lose the next one in 1992 to john major  and stepped down. he remained an mp until 1995  when he resigned to become european commission for transport. four years later he became vice-president of the european commission  with responsibility for internal reform. as he assumes the title of lord kinnock  he has also become chairman of the british council  which promotes the uk s reputation for arts  science and education.,politics
284,plan to give elderly care control elderly and disabled people would choose how their own budget for personal care was spent and organised under government plans.  ministers say elderly and disabled people themselves  not social workers  should be able to decide on their care and stay in their own homes. they also plan a supremo for adult services in each english area to get different agencies working together. but the government shunned opponents  calls for free long-term care.  there are 1.7m people needing care in england and ministers suggest the number could quadruple by 2050. monday s consultation paper on social care for adults in england is aimed at ending a system which generates dependency. health minister stephen ladyman said:  this document is the antithesis of the nanny state.   it s about taking power away from the state and giving it to individuals and saying that we will help you make these decisions but we are not going to make them for you any more.  the government has already allowed local councils to give people money so they can pay for their services directly but take-up of the scheme has been  disappointing .  ministers say the new plans would make direct payments simpler and try to counter reluctance in some local councils to use the payments. they also want to set up a new  half-way house  where social workers tell people how much money is available for their care and help them choose how to spend that  individual budget . the scheme will be funded on existing budgets set until 2008. but mr ladyman said the plans could deliver savings in some areas  such as freeing up nhs beds and preventing illnesses. he ruled out free personal care in england - which is on offer in scotland and wales  saying it was  unsustainable .  david rogers  from the local government association  said agencies were working together on the kind of innovation proposed by the government. and tony hunter  president of the association of directors of social services  said the plans could improve dignity and well-being for thousands of people. but age concern argued social care was chronically under-funded and older people were being offered choice in principle  but not in practice. its director general  gordon lishman  said:  direct payments will not work if there are no services for people to choose from locally.   the tories say people who pay for three years  long-term care directly or through insurance should be guaranteed free care for the rest of their lives. tory spokesman simon burns said more than 80 000 long term care places had been lost since 1997.  after eight years of persistent change  dogmatic enforcement of regulation  and overbearing government initiatives - we need action  not a vision   said mr burns. the lib dems say they would fund free personal care by a new 50% tax rate on incomes over £100 000. health spokesman paul burstow said:  promoting independence sounds good and helping people to live in their own homes is a goal we share.  but the risk is that independence can turn into isolation if the right support and care is not available.,politics
1664,robben sidelined with broken foot chelsea winger arjen robben has broken two metatarsal bones in his foot and will be out for at least six weeks.  robben had an mri scan on the injury  sustained during the premiership win at blackburn  on monday.  six weeks is the average time to heal this injury and then i need a few more weeks to be completely fit again   he told dutch newspaper algemeen dagblad.  i had a feeling it was serious but because of the swelling it was impossible to make a final diagnosis.  the 21-year-old missed the first three months of the season with a similar injury after a challenge with roma s olivier dacourt. and he added:  it felt different then last summer when i had the same injury on my other foot.  then i could walk already after three days but i stayed sidelined for a long period. i hope that it will now take me six to eight weeks.  chelsea physio mike banks was hopeful that robben could return at some point in march.  the fractures are tiny and he could be playing next month   banks told the club s website.  one is a chip on the side of his foot  the other is a small break on the third metatarsal.  but this is not the traditional metatarsal that has become so famous since the last world cup and which has kept scott parker out for two months.   david beckham suffered a broken metatarsal in the build up to the 2002 world cup in korea and japan. robben  who has been a key part of the blues  push for four trophies  claims he knew instantly something was wrong when he was felled by blackburn midfielder aaron mokoena.  i felt my leg go   he said.  i felt it straight away after mokoena hit me with a wild kick on my left foot.,sport
1186,rich pickings for hi-tech thieves viruses  trojans and other malicious programs sent on to the net to catch you out are undergoing a subtle change.  the shift is happening as tech savvy criminals turn to technology to help them con people out of cash  steal valuable data or take over home pcs. viruses written to make headlines by infecting millions are getting rarer. instead programs are now crafted for directly criminal ends and firms are tightening up networks with defences to combat the new wave of malicious code.  the growing criminal use of malware has meant the end of the neat categorisation of different sorts of viruses and malicious programs. before now it has been broadly possible to name and categorise viruses by the method they use to spread and how they infect machines. but many of the viruses written by criminals roll lots of technical tricks together into one nasty package.   you cannot put them in to the neat little box that you used to   said pete simpson  head of the threat laboratory at security firm clearswift. now viruses are just as likely to spread by themselves like worms  or to exploit loopholes in browsers or hide in e-mail message attachments.  it s about outright criminality now   said mr simpson  explaining why this change has come about. he said many of the criminal programs came from eastern europe where cash-rich organised gangs can find a ready supply of technical experts that will crank out code to order. former virus writer marek strihavka  aka benny from the 29a virus writing group  recently quit the malware scene partly because it was being taken over by spyware writers  phishing gangs  and spammers who are more interested in money rather than the technology. no longer do virus writers produce programs to show off their technical prowess to rivals in the underground world of malware authors. not least  said paul king  principal security consultant at cisco  because the defences against such attacks are so common.  in many ways the least likely way to do it is e-mail because most of us have got anti-virus and firewalls now   he said. few of the malicious programs written by hi-tech thieves are cleverly written  many are much more pragmatic and use tried and tested techniques to infect machines or to trick users into installing a program or handing over important data.  if you think of criminals they do not do clever   said mr king   they just do what works.   as the tactics used by malicious programs change  said mr king  so many firms were changing the way they defend themselves. now many scan machines that connect to the corporate networks to ensure they have not been compromised while off the core network.  many will not let a machine connect and a worker get on with their job before the latest patches and settings have been uploaded. as well as using different tactics  criminals also use technology for reasons that are much more transparent.  the main motivation now is money   said gary stowell  spokesman for st bernard software. mr stowell said organised crime gangs were turning to computer crime because the risks of being caught were low and the rates of return were very high. with almost any phishing or spyware attack  criminals are guaranteed to catch some people out and have the contacts to exploit what they recover. so-called spyware was proving very popular with criminals because it allowed them to take over machines for their own ends  to steal key data from users or to hijack web browsing sessions to point people at particular sites. in some cases spyware was being written that searched for rival malicious programs on pcs it infects and then trying to erase them so it has sole ownership of that machine.,tech
1900,potter director signs warner deal harry potter director alfonso cuaron has signed a three-year deal with hollywood studio warner brothers  according to variety trade magazine.  the mexican film-maker  who directed harry potter and the prisoner of azkaban  will produce mainstream movies and smaller spanish-language films.  we had a wonderful experience with alfonso on harry potter   warner producer jeff robinov told variety. cuaron s other films include mexican movie y tu mama tambien.  the 2001 rites-of-passage drama about two teenage boys who embark on a relationship with an older woman  brought cuaron international attention - and box office glory.  it also won him and his brother carlos  with whom he co-wrote the screenplay  an oscar nomination for best original screenplay. warner will distribute cuaron s films in several languages outside the us.  this deal will give us the opportunity to collaborate with alfonso on movies that make the most of his artistry and vision  and continue to offer him the mainstream worldwide audiences that our studio provides so successfully   said mr robinov.  his first film for warner brothers was 1995 s family fantasy movie a little princess. based on the novel by frances hodgson burnett  a little princess tells the story of a young girl who is sent to live in a new york boarding school when her widowed father enlists for war. after the erotic nature of y tu mama tambien  cuaron was a surprise choice to direct the third harry potter film but his dark interpretation was received well by the public and critics alike.,entertainment
1388,parker s saxophone heads auction a saxophone belonging to legendary jazz musician charlie parker is expected to fetch up to $1m (£535 000) at an auction of jazz memorabilia next month.  the sale  at guernsey s auction house in new york  will feature instruments from other musicians including john coltrane and benny goodman. other items will include an evening gown belonging to ella fitzgerald. organisers said the auction was the first in the us to be devoted to items belonging to jazz musicians.  other items that will be auctioned include unreleased tape recordings of music by parker as well as handwritten sheet music by jazz composers john coltrane and theolonius monk. among the instruments in the sale will be a trumpet which belonged to dizzy gillespie  which is expected to fetch around $500 000 (£267 000)  as well as jj johnson s trombone and a vibraphone which beloned to lionel hampton. works of art by musicians including miles davis and bruni sablan will also be featured. the proceeds from the auction  which will take place on 20 february  will go towards several organisations including the john coltrane foundation  a foundation set up in memory of benny goodman  and the red cross.,entertainment
1917,wine comedy wins critics  award quirky comedy sideways was named the best film of the year by the los angeles film critics association.  the us movie also picked up four other accolades including best director for alexander payne and supporting actor for thomas haden church. british actress imelda staunton has again been recognised for her role in vera drake  winning best actress  while liam neeson won best actor for kinsey. the awards will be handed out on 13 january at a ceremony in las vegas.  sideways tells the story of two men who take a road trip through california s wine regions and also stars paul giamatti. virginia madsen was also named best supporting actress for her performance in the film. house of flying daggers  directed by yimou zhang  was named best foreign language film  while the animation award went to the incredibles. unusually  the runners-up in categories were also named with clint eastwood s million dollar baby just missing out on the best film award. the best director runner-up was martin scorsese for the aviator. a career achievement award will be handed to veteran actor and comic jerry lewis at the ceremony next year.,entertainment
255,crucial decision on super-casinos a decision on whether to allow westminster to legislate on super-casinos is set to be made by the scottish parliament.  the government has plans for up to eight las vegas style resorts in the uk  one of which is likely to be in glasgow. scottish ministers insist they will still have the final say on whether a super-casino will be built in scotland. but opposition parties say that will not happen in practice. the vote is due to be taken on wednesday and is expected to be close.  the scottish executive believes that the legislation should be handled by westminster. the new law will control internet gambling for the first time and is aimed at preventing children from becoming involved. a super-casino in glasgow could be located at ibrox or the scottish exhibition and conference centre. the new gambling bill going through westminster will allow casino complexes to open to the public  have live entertainment and large numbers of fruit machines with unlimited prizes. but the scottish national party and the tories say the issue of super-casinos should be decided in scotland and believe the executive is shirking its responsibility.,politics
271,building giant in asbestos payout australian building products group james hardie has agreed to pay $1.1bn (£568m) to victims of asbestos-related diseases.  the landmark deal could see thousands of people suffering from lung diseases - caused by asbestos the company once made - receive compensation. the move follows angry protests after the firm said a previous compensation fund was running out of money. a subsequent new south wales state inquiry criticised hardie s actions. in september  the inquiry found that the company had misled the public about the amount of money set aside to cover its asbestos-related liabilities  sparking the resignation of its then chief executive  peter macdonald.  campaigners welcomed news of the preliminary agreement.  this is a momentous day in the fight for victims and their families   said asbestosis sufferer bernie banton  who leads a victims  association.  there is still a long way to go  but we are getting there.  james hardie chairwoman  meredith hellicar  said the deal provided for a funding arrangement  that is affordable  sensible and workable .  at the end of the day we are dealing with compensation for people who are terminally ill. we don t know exactly how many of them there will be  we don t know over what exact period they will fall ill   she said. however  the deal still has to receive the approval of hardie s shareholders.  hardie  which currently makes more than 80% of its revenues in the us  was once australia s biggest supplier of asbestos building materials. in 2001  the company set up a fund to compensate asbestos victims  but it later admitted the fund was running short of money. a decision by hardie to move its headquarters to the netherlands - while remaining a listed company in australia - provoked a damaging public outcry. victims groups accusing it of trying to escape its responsibilities by moving abroad  a charge the company denies. australia s securities watchdog is currently investigating hardie s former chief executive and former chief financial officer over allegations of misleading investors and the general public.,business
1122,playstation 3 processor unveiled the cell processor  which will drive sony s playstation 3  will run 10-times faster than current pc chips  its designers have said.  sony  ibm and toshiba  who have been working on the cell processor for three years  unveiled the chip on monday. it is being designed for use in graphics workstations  the new playstation console  and has been described as a supercomputer on a chip. the chip will run at speeds of greater than 4 ghz  the firms said. by comparison  rival chip maker intel s fastest processor runs at 3.8 ghz. details of the chip were released at the international solid state circuits conference in san francisco. the new processor is set to ignite a fresh battle between intel and the cell consortium over which processor sits at the centre of digital products. the playstation 3 is expected in 2006  while toshiba plans to incorporate it into high-end televisions next year. ibm has said it will sell a workstation with the chip starting later this year.  cell is comprised of several computing engines  or cores. a core based on ibm s power architecture controls eight  synergistic  processing centres. in all  they can simultaneously carry out 10 instruction sequences  compared with two for current intel chips.  later this year  intel and advanced micro devices plan to release their own  multicore  chips  which also increase the number of instructions that can be executed at once. the cell s specifications suggest the playstation 3 will offer a significant boost in graphics capabilities but analysts cautioned that not all the features in a product announcement will find their way into systems.  any new technology like this has two components   said steve kleynhans  an analyst with meta group. he said:  it has the vision of what it could be because you need the big vision to sell it.  then there s the reality of how it s really going to be used  which generally is several levels down the chain from there.   while the playstation 3 is likely to be the first mass-market product to use cell  the chip s designers have said the flexible architecture means that it would be useful for a wide range of applications  from servers to mobile phones. initial devices are unlikely to be any smaller than a games console  however  because the first version of the cell will run hot enough to need a cooling fan. and while marketing speak describes the chip as a  supercomputer  - it remains significantly slower than the slowest computer on the list of the world s top 500 supercomputers. ibm said cell was  os neutral  and would support multiple operating systems simultaneously but designers would not confirm if microsoft s windows was among those tested with the chip. if cell is to challenge intel s range of chips in the marketplace  it will need to find itself inside pcs  which predominantly run using windows.,tech
1485,tsunami to cost sri lanka $1.3bn sri lanka faces a $1.3bn (£691m) bill in 2005 for reconstruction after the tsunami which killed more than 30 000 of its people  its central bank says.  this estimate is preliminary  bank governor sunil mendis told reporters  and could rise in 2006. the island state is asking for about $320m from the international monetary fund to help pay for relief  he said. the bank has 5bn rupees ($50m; £27m) set aside to lend at a lower interest rate to those who lost property. according to mr mendis  half the imf support could come from a freeze on debt repayments  which would free up resources immediately. the rest could come from a five-year emergency loan. sri lanka is hoping for a wider freeze from other creditors.  the paris club of 19 creditors meets on 12 january to discuss a debt moratorium for the nations hit by the tsunami  which ravaged south and east asia on 26 december.  some 150 000 people across the region are feared to be dead and millions have been left homeless and destitute. a full reckoning of the economic cost to sri lanka of the tsunami will not be clear for some time to come. but already it looks likely that growth in the first half of 2005 will slow  mr mendis told reporters  although he would not say by how much. one side-effect of the disaster has been that the value of the rupee has risen as foreign funds have flooded into the country. the currency has strengthened 4% since late december  coming close to 100 rupees to the us dollar for the first time in more than six months.,business
2166,briton wins short film oscar three of the five nominees in the live-action short film category at this year s oscars were british. for andrea arnold  who won the category  ashvin kumar and gary mckendry the past month has thrust them from relative obscurity into the limelight.  arnold s gritty drama wasp is about a single mother living on the breadline  while kumar s little terrorist follows a young pakistani muslim boy  who gets stuck on the wrong side of the heavily armed indian border. mckendry s entry  everything in this country must  forces british soldiers and catholics to challenge their relationship during the troubles in northern ireland. last week  the trio attended an official screening of all the nominated short films at the academy s headquarters in beverly hills.  i felt so privileged to have a thousand people watching my film on the biggest screen i ve ever seen   says arnold.  set in her native dartford  wasp tells the story of a young mum  who  unable to find a babysitter  leaves her four young daughters outside a pub while she s on a date. the image that sparked the film was that of a wasp crawling into a baby s mouth.  the other nominees said they made their films for this reason or that - they had something to say. but i just start with an image i can t shake off  work outwards from that and see what comes out   she explains.  since she presented children s tv shows number 73 and motormouth in the 1980s  arnold has kept a low profile and is having trouble adapting to this sudden onslaught of attention.  i m not interested in the publicity. it s not my personality. i m overwhelmed by all the fuss   she said.   it s all a bit like a beauty contest - all the films are great and so different.  but even though my film has won 30 awards worldwide (including one at sundance last month)  i d still be proud of it - even if it hadn t won any.  asked what the nomination means to her  arnold says she feels  flattered and honoured .  we ve all been overwhelmed by the response and can t get it in perspective yet. i m still reeling.   and she won t commit to an opinion of hollywood yet.  i m just in the middle of it  living moment to moment  day to day.  but despite her reservations about the academy awards and the media frenzy that surrounds it  she accepts that it has opened doors for her.  people will definitely listen to what i want to do now  and the phone didn t stop ringing for a week after i got nominated.  as for the future  arnold firmly believes that you often get a stronger vision of the world with short films.  you re left more to your own devices  without people interfering as much.  that said  she is currently working on a feature film with dogville and dancer in the dark director lars von trier.,entertainment
1403,davenport dismantles young rival top seed lindsay davenport booked her place in the last 16 of the australian open with a convincing 6-2 6-4 win over nicole vaidisova of the czech republic.  the american had too much power for her 15-year-old opponent  breaking twice in the first set and once in the second. the german-born vaidisova rallied well at times but was unable to find a way back after falling behind 3-2 in the opening set. davenport  who closed out with an ace  plays karolina sprem in the next round.  i was fully expecting a tough opponent and was able to play well enough to get through it   said davenport.  i think she hits some great shots. she made some errors but probably some inexperience played a role in that. but she s so young and obviously has a big game and has many  many years to improve on that.  sprem  the croatian 13th seed  saw off russia s elena likhovtseva 6-3 6-2. former world number one  powered her way into the fourth round with a straight sets win over anna smashnova. the 27th seed from israel stuck with williams until 3-3 in the first set before it became one-way traffic.  the american made 26 unforced errors but was still good enough to romp through the contest in exactly an hour. she reeled off nine straight games to finish a 6-3 6-0 winner.  remains on course to become the first australian to win her home title since chris o neil in 1978. the 10th seed equalled her best performance at a grand slam event when she beat unseeded russian nadia petrova 6-3 6-2 to reach the fourth round. after a tough first set  molik grew in confidence and won in just 56 minutes. she will now meet venus williams.  bring it on   said the 23-year-old.  i played pretty well and it was nice to get through in straight sets.   we were destined to meet  i guess   williams said referring to her match with molik.  it will be a huge match for her in australia. i can tell she s probably very motivated by that so i need to get out there and play well.   beat slovakia s daniela hantuchova in a rollercoaster match. dementieva came through 7-5 5-7 6-4  becoming the seventh russian woman to reach the last 16 in melbourne. the match lasted almost three hours and featured 13 service breaks  including three in the final set when dementieva held her nerve to seal the win. she now faces  after the swiss 12th seed beat american abigail spears 7-6 6-3. french open champion  received a free ride into the last 16 after lisa raymond was forced to withdraw. raymond  the 25th seeded american  was ruled out after sustaining a left abdominal muscle tear in the doubles. myskina  the third seed  now plays france s  who beat francesca schiavone of italy 6-3 6-3.  i m extremely disappointed because i couldn t have asked to play better in my first two matches   raymond said.,sport
1538,classy henman makes winning start tim henman opened his 2005 campaign with a 6-1 7-5 victory over argentine david nalbandian at the kooyong classic exhibition tournament on wednesday.  the british number one will next play roger federer at the australian open warm-up event on friday. the world number one beat gaston gaudio 5-7 6-1 6-4  before andre agassi saw off chilean olympic gold medalist nicolas massu 6-1 7-6 (7-4). andy roddick beat ivan ljubicic  who replaced paradorn srichaphan  6-1 6-4. henman made an impressive start to the year  only faltering against nalbandian when serving for the match at 5-4. but the briton regained his composure to win the next two games for only his second win in six matches against the argentine.  it s a great start to the year - just what i was looking for   henman told his website.  over the years i ve found david very difficult to play against.   he returns serve very well and he s deceptively effective from the baseline  so sometimes it can be difficult to execute my gameplan well enough against him to get the right result.  beating somebody of his stature is always good for the confidence and it bodes well at the beginning of the year.  henman also revealed the extent of the back problems he suffered in the off-season.  i m not the most flexible and at the end of the year i was pretty exhausted and wanted to have a couple of weeks where i didn t do anything   said henman.  when i started training again it really  really seized up. as much as i enjoyed the two weeks off i don t think it s so productive.  federer dropped a tight first set against 2004 french open champion gaudio  but was content with his game.  it was about getting used to the surface   he said.   the conditions are much quicker than doha  my timing was ok  but i could have served better.  all in all i m happy with the match  and i won it - that s a good sign. now i have a day off and hopefully play better the next match.  agassi was delighted with victory over massu in his first match for over two months.  i felt pretty good   said the american.  i liked the way the match played out and  maybe excluding a few second serve returns  i felt like i was doing most things pretty darn well for the first match.,sport
1808,english clubs make euro history all four of england s champions league representatives have reached the knockout stages for the first time.  arsenal and chelsea are seeded as group winners  while runners-up manchester united and liverpool are not. rules stipulate that teams from the same country or group will be kept apart in the draw on 17 december. the favourites are chelsea and barcelona  and real madrid  the two milan sides  juventus and bayern munich are among the 16 still in the hat.  steven gerrard s last-gasp wonder-strike secured qualification for  against olympiakos on wednesday evening.  ac milan  bayer leverkusen  internazionale  juventus  lyon.  who had already qualified  fielded a second-string side and went down 3-0 to fenerbahce.  ac milan  bayer leverkusen  internazionale  juventus  monaco.  on tuesday   finished top of their group with a 5-1 win over the rosenborg after drawing four of their first five matches.  barcelona  bayern munich  porto  real madrid  werder bremen    who had already qualified lost 2-1 to porto as jose mourinho made an unhappy return to his former club.  barcelona  bayern munich  psv eindhoven  real madrid  werder bremen.,sport
880,singapore growth at 8.1% in 2004 singapore s economy grew by 8.1% in 2004  its best performance since 2000  figures from the trade ministry show.  the advance  the second-fastest in asia after china  was led by growth of 13.1% in the key manufacturing sector. however  a slower-than-expected fourth quarter points to more modest growth for the trade-driven economy in 2005 as global technology demand falls back. slowdowns in the us and china could hit electronics exports  while the tsunami disaster may effect the service sector.  economic growth is set to halve in singapore this year to between 3% and 5%. in the fourth quarter  the city state s gross domestic product (gdp) rose at an annual rate of 2.4%. that was up from the third quarter  when it fell 3.0%  but was well below analyst forecasts.  i am surprised at the weak fourth quarter number. the main drag came from electronics   said lian chia liang  economist at jp morgan chase. singapore s economy had contracted over the summer  weighed down by soaring oil prices. the economy s poor performance in the july to september period followed four consecutive quarters of double-digit growth as singapore bounced back strongly from the effects of the deadly sars virus in 2003.,business
797,uk broadband gets speed injection broadband s rapid rise continues apace as speeds gear up a notch.  an eight megabit service has been launched by internet service provider uk online. it is 16 times faster than the average broadband package on the market and will pave the way for services such as video-on-demand and broadband tv. the service is possible due to a new regime which allows other operators to use bt s exchanges and will initially only be available in towns.  it represents a  big leap forward  for broadband  said chris stening  uk online general manager.  the service comes with a hefty £39.99 monthly price tag but will mean users can download mp3s in seconds and offers tv-quality video streaming. the service includes wifi as standard  meaning users can connect multiple pcs  laptops and game consoles from any room in the house. not everybody will be able to take advantage of the service  as it will be restricted to metropolitan areas. the service will initially be available to users within 2km radius of 230 telephone exchanges in areas such as london  birmingham  glasgow and cambridge. that represents about 4.4 million households. the service is possible due to a decision to loosen bt s strangle-hold on telephone exchanges.  the process  known as local loop unbundling  was put in motion by the now defunct telecoms watchdog oftel but has only proved popular in recent months due to falling costs. uk online is looking at the possibility of bundling services such as cheap net telephone calls  video-on-demand and tv by 2005 if the service proves popular.  the service is twice as fast as any other service on offer in the uk and 16 times faster than most broadband services   said mr stening.  it takes a big leap for broadband and we are very excited about it   he said. countries such as south korea and france have found the advantage of upping the speeds of broadband. in south korea  video-on-demand over the net is cheaper than renting a dvd and online gaming is huge. mr stening believes the service will appeal to people in multi-occupancy buildings as well as easing family arguments.  a typical family with two adults and two children is currently sharing a 512 kilobit service. this will basically give them 2 megabits each   he said.,tech
923,budget aston takes on porsche british car maker aston martin has gone head-to-head with porsche s 911 sports cars with the launch of its cheapest model yet.  with a price tag under £80 000  the v8 vantage is tens of thousands of pounds cheaper than existing aston models. the vantage is  the most important car in the history of our company   said aston s chief executive ulrich bez. aston - whose cars were famously used by james bond - will unveil the vantage at the geneva motor show on thursday. mr bez - himself a former executive at rival porsche - said the new car was the company s  most affordable car ever and makes the brand accessible . this in turn would make aston martin  globally visible  but still very  very exclusive   he added.  first shown as a concept car at the 2003 north american international auto show in detroit  the v8 vantage will be available in the uk in late summer. development costs for the vantage have been kept low by sharing a platform with aston s db9  which mr bez described as  the previous most important car for our company . there is currently an 18 months waiting list for the db9  mr bez said. the vantage will be built at the new aston factory in gaydon  near warwick  and should more than double aston s total output from about 2 000 presently.,business
1821,johnny and denise lose passport johnny vaughan and denise van outen s saturday night entertainment show passport to paradise will not return to screens  the bbc has said.  the ex-big breakfast presenters were recruited to host the bbc one family variety show last july.  there are currently no plans for another series   a spokeswoman said. she added the pair  brought a real warmth to saturday night  but in the end we felt we had done enough with the format of the show .  passport to paradise involved a combination of games and outside broadcasts with a high level of audience participation. the first instalment attracted more than 4.1 million viewers - but that had dropped to fewer than 2.7 million by the time it ended. the bbc spokeswoman said graham norton s strictly dance fever would be a priority for 2005.  that s very much on the cards for next year  and we re concentrating at the moment on strictly come dancing  which is doing phenomenally well   she said.,entertainment
522,bt offers free net phone calls bt is offering customers free internet telephone calls if they sign up to broadband in december.  the christmas give-away entitles customers to free telephone calls anywhere in the uk via the internet. users will need to use bt s internet telephony software  known as bt communicator  and have a microphone and speakers or headset on their pc. bt has launched the promotion to show off the potential of a broadband connection to customers.  people wanting to take advantage of the offer will need to be a bt together fixed-line customer and will have to sign up to broadband online. the offer will be limited to the first 50 000 people who sign up and there are limitations - the free calls do not include calls to mobiles  non-geographical numbers such as 0870  premium numbers or international numbers. bt is keen to provide extra services to its broadband customers.  people already using bt communicator have found it by far the most convenient way of making a call if they are at their pc   said andrew burke  director of value-added services at bt retail. as more homes get high-speed access  providers are increasingly offering add-ons such as cheap net calls.  broadband and telephony are attractive to customers and bt wants to make sure it is in the first wave of services   said ian fogg  an analyst with jupiter research.  bt communicator had a quiet launch in the summer and now bt is waving the flag a bit more for it   he added.  bt has struggled to maintain its market share of broadband subscribers as more competitors enter the market. reports say that bt has lost around 10% of market share over the last year  down from half of broadband users to less than 40%. bt is hoping its latest offer can persuade more people to jump on the broadband bandwagon. it currently has 1.3 million broadband subscribers.,tech
14,hague  given up  his pm ambition former conservative leader william hague says he will not stand for the leadership again  having given up his ambition to be prime minister.  mr hague  43  told the daily telegraph he would now find a life dominated by politics too  boring  and unfulfilling. mr hague  who stepped down after his party s 2001 election defeat  does not rule out a return to the front bench. he also told the paper he hopes to remain mp for richmond  north yorks  and start a family with wife ffion. mr hague  who recently had published the biography of william pitt the younger  also said he wanted to continue writing books and speech-writing.  he told the newspaper:  i don t know whether i will ever go back on to the front  but don t rush me.  asked if he would stand for the leadership again  mr hague replied:  no. definitely not.  his determination to stay away from a central role will disappoint some senior conservative members  who say the party needs him. tim collins  the shadow education secretary  said last week it would be a  huge boost  to the party if mr hague returned to the front bench. mr hague became an mp at 27 and leader of the opposition at 36. he said:  i feel fortunate that  by the age of 40  i had crammed in an entire political career.  i had been in the cabinet and been leader of the party  so now i can branch out into other things...it is a very liberating feeling.  mr hague added that he may have misjudged his own ambition to be prime minister.  maybe i wasn t as driven by politics as i thought i was   he said.,politics
2080,holmes starts 2005 with gb events kelly holmes will start 2005 with a series of races in britain.  holmes will make her first track appearance on home soil since winning double olympic gold in january s norwich union international in glasgow. she will also run in the grand prix in birmingham in february and may defend her indoor aaa 800m title in sheffield earlier that month.  i am still competitive and still want to win   she said.  i m an athlete and i can t wait to get back on the track.  she added:  these events are also a great opportunity to thank the british public for the enormous levels of support they have given me from the moment i stepped off that plane from greece.  the glasgow meeting will see holmes compete over 1500m in a five-way match against sweden  france  russia and italy.,sport
1263,defiant hunts put ban to the test thousands of hunt supporters have been out on the first day of hunting in england and wales after the ban on hunting with dogs came into force.  the countryside alliance called on hunt supporters to meet as normal  but vowed to stay within the law. although hunting with dogs is now a criminal offence  exercising hounds  chasing a scent trail and flushing out foxes to be shot are still legal. one anti-hunt protester was taken to hospital after a violent clash in kent.  the man suffered facial injuries after an incident involving a group of men at the end of the east kent hunt  near ashford. in wiltshire  police arrested four men under the new law suspected of hunting with dogs. the group  from south wales and ireland  have been released on bail but police say they may face prosecution under new poaching laws.  it is believed more than 270 hunts went out on saturday  just one day after the ban came in.  they were greeted by big crowds in many areas of the country  with actor jeremy irons and former minister kate hoey among the supporters. anti-hunt groups - such as the league against cruel sports - deployed 100 monitors at hunts to check for illegal activity.  mike hobday  from the league  said video evidence of the law being broken was to be passed onto police.  our evidence suggests that most hunts did operate within the law  many meeting and promptly going home and others peacefully exercising their hounds or drag hunting.  however  we have received reports of what we believe is clearly illegal activity by a number of hunts across britain.  bbc correspondent simon hall at postbridge on dartmoor in the west country said 2 000 people had turned out to welcome the hunt.  and the bbc s sarah mukherjee  with the beaufort hunt in badminton  gloucestershire said several hundred people had gathered on foot to see the hunt  with 150 on horseback. tom heap  bbc rural affairs correspondent  said it appeared that hunstman had  for now  been sticking to the new rules. and while there was big turnout in support of the hunts on saturday  he said it remains to be seen if the level of backing can be maintained.  before riding out with the hunt  former minister kate hoey told crowds:  we will prevail and this law will have to be overturned.  judith moritz  in melton mowbray  said anti-hunt activists were out to monitor the four hunts operating in that part of leicestershire  but were outnumbered by large crowds of followers. the countryside alliance said the meets would show the new law was  impossibly difficult to determine  and open to different interpretations.  chief executive simon hart said:  there has been hunting in england for 700 years. this [ban] may take two or three years  perhaps two or three months  to unpick.  it will be nothing more than a temporary break in normal service  as broadcasters say.  conservative family spokeswoman theresa may said if the party was in government again it would make sure the law was repealed. suffolk chief constable alastair mcwhirter  the association of chief police officers  spokesman on rural policing  told the bbc the law would be enforced  although the police would not break up hunts. the attorney general lord goldsmith has so far not issued any instructions to police on how they should deal with any hunters who do violate the law. he said he would consult the director of public prosecutions and the police  in the near future  to decide what measures to take on hunting prosecutions.,politics
